name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Washington,DC,USA",2022-09-16,27.1,14.8,21.0,26.9,14.8,21.0,13.0,62.5,0.0,0,0.0,,0.0,0.0,11.2,12.3,7.7,1022.8,10.7,15.9,205.1,17.7,7,10.0,2022-09-16T06:50:25,2022-09-16T19:14:52,0.7,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-09-17,27.8,17.5,22.0,27.7,17.5,22.0,15.7,69.4,0.0,0,0.0,rain,0.0,0.0,18.7,16.2,176.2,1023.3,33.9,14.5,217.0,18.7,7,10.0,2022-09-17T06:51:19,2022-09-17T19:13:16,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-09-18,28.3,17.6,22.9,29.3,17.6,23.1,17.0,71.3,0.0,0,0.0,,0.0,0.0,19.1,18.0,190.2,1019.5,28.9,16.0,213.8,18.5,8,10.0,2022-09-18T06:52:13,2022-09-18T19:11:39,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-09-19,31.0,19.7,24.7,31.3,19.7,24.9,17.6,66.7,0.0,0,0.0,,0.0,0.0,40.3,25.2,214.3,1014.8,42.1,16.0,161.3,13.9,7,10.0,2022-09-19T06:53:07,2022-09-19T19:10:03,0.8,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-09-20,29.3,20.4,24.9,29.0,20.4,24.8,15.9,59.8,0.0,0,0.0,,0.0,0.0,40.0,22.3,329.0,1014.3,46.3,16.0,221.8,19.3,8,10.0,2022-09-20T06:54:01,2022-09-20T19:08:26,0.83,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-09-21,29.9,18.2,23.9,29.8,18.2,24.0,15.8,62.1,0.0,0,0.0,,0.0,0.0,29.5,17.7,193.9,1014.1,59.5,16.0,203.6,17.6,7,10.0,2022-09-21T06:54:55,2022-09-21T19:06:50,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,KDCA,72405013743,72403093738,72406093721,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-09-22,26.6,17.1,22.9,26.6,17.1,22.9,14.9,62.6,0.993,100,16.67,rain,0.0,0.0,63.7,36.3,294.3,1007.2,70.6,15.7,76.8,6.6,5,10.0,2022-09-22T06:55:49,2022-09-22T19:05:13,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KDCA,72405013743,72403793728,72403093738,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-09-23,21.0,12.1,16.3,21.0,12.1,16.3,4.4,46.5,0.0,0,0.0,,0.0,0.0,47.3,29.0,325.1,1016.9,23.1,16.0,229.7,19.8,8,10.0,2022-09-23T06:56:43,2022-09-23T19:03:37,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-09-24,20.6,11.4,16.3,20.6,11.4,16.3,6.5,53.8,0.0,0,0.0,,0.0,0.0,18.7,16.1,261.7,1018.3,61.1,16.0,151.6,13.1,7,10.0,2022-09-24T06:57:38,2022-09-24T19:02:01,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-09-25,26.6,15.5,20.0,26.6,15.5,20.0,13.7,67.8,0.352,100,8.33,rain,0.0,0.0,40.1,27.7,218.8,1007.7,76.0,16.0,83.0,7.2,4,30.0,2022-09-25T06:58:32,2022-09-25T19:00:24,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-09-26,26.0,15.9,20.6,26.0,15.9,20.6,11.3,59.1,0.0,0,0.0,,0.0,0.0,42.5,21.8,248.3,1007.7,55.2,16.0,181.7,15.5,8,10.0,2022-09-26T06:59:27,2022-09-26T18:58:48,0.03,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,D6279,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-09-27,23.2,15.5,19.0,23.2,15.5,19.0,5.5,42.2,0.009,100,4.17,rain,0.0,0.0,42.0,25.5,280.0,1013.6,64.6,16.0,180.9,15.7,7,10.0,2022-09-27T07:00:22,2022-09-27T18:57:13,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KGAI,KADW,KDAA,AS365,72033493764,74594013705"
"Washington,DC,USA",2022-09-28,21.6,10.9,16.2,21.6,10.9,16.2,7.2,56.0,0.0,0,0.0,,0.0,0.0,35.3,24.8,315.3,1022.1,39.5,16.0,205.6,17.6,8,10.0,2022-09-28T07:01:17,2022-09-28T18:55:37,0.1,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-09-29,21.5,12.7,16.8,21.5,12.7,16.8,8.3,58.8,0.0,0,0.0,,0.0,0.0,42.8,28.9,15.9,1027.1,65.4,16.0,208.2,17.9,8,10.0,2022-09-29T07:02:12,2022-09-29T18:54:02,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-09-30,16.6,13.2,14.7,16.6,13.2,14.7,9.6,71.6,2.886,100,29.17,rain,0.0,0.0,49.3,31.1,28.7,1022.3,91.2,15.7,42.9,3.7,2,10.0,2022-09-30T07:03:08,2022-09-30T18:52:27,0.17,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764,74594013705"
"Washington,DC,USA",2022-10-01,17.8,13.3,15.5,17.8,13.3,15.5,14.1,91.3,14.138,100,66.67,rain,0.0,0.0,55.1,32.6,38.1,1011.9,100.0,12.2,23.8,2.0,1,10.0,2022-10-01T07:04:04,2022-10-01T18:50:52,0.21,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,D6279,72403793728,KGAI,KADW,KDAA,AS365,72033493764,74594013705"
"Washington,DC,USA",2022-10-02,16.7,12.1,14.7,16.7,12.1,14.7,13.3,91.3,12.205,100,87.5,rain,0.0,0.0,51.8,32.5,24.5,1015.6,99.7,8.7,20.7,1.8,1,10.0,2022-10-02T07:05:00,2022-10-02T18:49:18,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,D6279,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-10-03,13.2,9.2,10.4,13.2,6.0,8.7,6.7,78.2,11.592,100,75.0,rain,0.0,0.0,58.0,32.6,7.6,1022.3,96.0,15.1,68.3,6.1,4,10.0,2022-10-03T07:05:56,2022-10-03T18:47:44,0.28,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764,74594013705"
"Washington,DC,USA",2022-10-04,12.1,9.3,10.5,12.1,6.0,9.0,7.7,83.0,4.595,100,58.33,rain,0.0,0.0,41.4,28.6,345.1,1017.1,99.2,15.4,39.8,3.5,2,10.0,2022-10-04T07:06:52,2022-10-04T18:46:11,0.31,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764,74594013705"
"Washington,DC,USA",2022-10-05,19.6,10.6,14.2,19.6,10.6,14.2,11.5,84.4,3.823,100,50.0,rain,0.0,0.0,38.9,28.9,333.7,1014.4,91.6,13.7,78.2,6.7,4,10.0,2022-10-05T07:07:49,2022-10-05T18:44:37,0.35,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KIAD,KDCA,72405013743,72403093738,72403793728,KGAI,KADW,KDAA,AS365,72033493764,74594013705"
"Washington,DC,USA",2022-10-06,25.5,12.7,18.1,25.5,12.7,18.1,11.6,68.7,0.0,0,0.0,rain,0.0,0.0,22.7,14.5,352.6,1016.2,40.9,16.0,189.0,16.4,7,10.0,2022-10-06T07:08:46,2022-10-06T18:43:05,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KIAD,C6294,KDCA,72405013743,72403093738,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-10-07,27.0,12.0,18.9,26.6,12.0,18.9,11.2,65.3,0.0,0,0.0,rain,0.0,0.0,42.8,29.9,244.1,1016.9,41.9,15.8,184.4,15.8,7,10.0,2022-10-07T07:09:43,2022-10-07T18:41:33,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-10-08,16.6,9.6,13.1,16.6,7.6,13.0,4.0,54.8,0.0,0,0.0,rain,0.0,0.0,44.2,28.8,324.2,1023.6,50.3,16.0,115.3,10.0,4,10.0,2022-10-08T07:10:41,2022-10-08T18:40:01,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-10-09,18.3,5.4,12.1,18.3,3.9,11.7,3.3,58.7,0.0,0,0.0,,0.0,0.0,35.3,17.8,249.8,1023.8,6.3,16.0,185.8,16.1,7,10.0,2022-10-09T07:11:39,2022-10-09T18:38:30,0.5,Clear,Clear conditions throughout the day.,clear-day,"KIAD,KDCA,72405013743,72403093738,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-10-10,21.5,7.5,13.9,21.5,6.9,13.7,5.3,60.1,0.0,0,0.0,,0.0,0.0,18.7,14.4,294.2,1024.5,4.3,16.0,180.7,15.6,7,10.0,2022-10-10T07:12:37,2022-10-10T18:37:00,0.53,Clear,Clear conditions throughout the day.,clear-day,"KIAD,KDCA,72405013743,72403093738,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-10-11,22.8,8.6,15.1,22.8,7.1,14.9,7.8,64.6,0.0,0,0.0,,0.0,0.0,15.8,17.4,186.3,1027.0,11.3,16.0,179.9,15.4,7,10.0,2022-10-11T07:13:36,2022-10-11T18:35:30,0.56,Clear,Clear conditions throughout the day.,clear-day,"KIAD,KDCA,72405013743,72403793728,72403093738,KGAI,KADW,KDAA,AS365,72033493764,74594013705"
"Washington,DC,USA",2022-10-12,21.2,10.4,16.2,21.2,10.4,16.2,11.1,72.7,0.0,0,0.0,,0.0,0.0,33.1,23.2,179.8,1022.1,77.0,16.0,155.7,13.5,6,10.0,2022-10-12T07:14:34,2022-10-12T18:34:01,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764,74594013705"
"Washington,DC,USA",2022-10-13,21.1,15.6,18.5,21.1,15.6,18.5,15.8,84.8,9.79,100,62.5,rain,0.0,0.0,38.9,25.0,185.6,1009.9,96.8,14.0,42.6,3.6,3,30.0,2022-10-13T07:15:34,2022-10-13T18:32:33,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KIAD,KDCA,72405013743,72403093738,D6279,KGAI,KADW,KDAA,AS365,72033493764,74594013705"
"Washington,DC,USA",2022-10-14,20.0,13.2,15.6,20.0,13.2,15.6,9.2,68.3,2.311,100,20.83,rain,0.0,0.0,34.9,16.0,167.7,1013.5,56.8,15.6,169.6,14.5,7,10.0,2022-10-14T07:16:33,2022-10-14T18:31:05,0.65,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KIAD,KDCA,72405013743,72403093738,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-10-15,24.3,9.7,16.2,24.3,9.3,16.2,8.8,64.8,0.0,0,0.0,rain,0.0,0.0,46.5,24.1,189.0,1015.6,11.6,16.0,167.7,14.4,7,10.0,2022-10-15T07:17:33,2022-10-15T18:29:38,0.69,Clear,Clear conditions throughout the day.,clear-day,"KIAD,KDCA,72405013743,72403093738,D6279,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-10-16,21.2,12.6,16.3,21.2,12.6,16.3,9.5,66.3,0.343,100,4.17,rain,0.0,0.0,39.2,14.1,167.0,1014.5,59.7,16.0,146.8,12.6,7,10.0,2022-10-16T07:18:33,2022-10-16T18:28:12,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-10-17,21.6,12.1,16.5,21.6,12.1,16.5,11.7,75.2,1.299,100,20.83,rain,0.0,0.0,49.5,31.1,225.5,1006.0,91.6,16.0,118.7,10.1,5,10.0,2022-10-17T07:19:34,2022-10-17T18:26:47,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,D6279,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-10-18,12.7,7.0,10.2,12.7,4.9,8.9,-2.0,42.7,0.0,0,0.0,,0.0,0.0,44.6,27.1,298.2,1007.8,54.6,16.0,135.3,11.8,7,10.0,2022-10-18T07:20:34,2022-10-18T18:25:23,0.78,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-10-19,14.8,3.6,8.9,14.8,0.6,7.8,-0.6,53.2,0.0,0,0.0,,0.0,0.0,38.3,28.8,244.1,1012.6,58.2,16.0,131.4,11.2,7,10.0,2022-10-19T07:21:36,2022-10-19T18:23:59,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-10-20,16.6,4.0,10.2,16.6,1.5,9.3,0.5,55.5,0.0,0,0.0,,0.0,0.0,43.6,27.1,203.9,1016.4,32.7,16.0,161.6,13.9,6,10.0,2022-10-20T07:22:37,2022-10-20T18:22:37,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-10-21,19.3,5.8,12.4,19.3,5.6,12.3,2.5,55.9,0.0,0,0.0,,0.0,0.0,13.7,12.5,185.2,1020.0,32.6,16.0,163.3,14.2,6,10.0,2022-10-21T07:23:39,2022-10-21T18:21:15,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-10-22,21.1,7.5,13.6,21.1,7.0,13.5,6.5,65.7,0.0,0,0.0,,0.0,0.0,16.6,15.9,149.3,1023.7,40.3,15.8,165.0,14.3,6,10.0,2022-10-22T07:24:41,2022-10-22T18:19:54,0.91,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-10-23,19.2,8.7,13.7,19.2,6.9,13.3,9.6,77.1,4.827,100,25.0,rain,0.0,0.0,39.6,22.2,11.8,1023.6,94.0,15.2,60.6,5.2,2,10.0,2022-10-23T07:25:44,2022-10-23T18:18:35,0.94,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KDCA,72405013743,D6279,72403793728,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-10-24,18.3,13.8,15.7,18.3,13.8,15.7,13.1,85.2,0.295,100,8.33,rain,0.0,0.0,25.9,21.5,352.8,1021.0,94.8,15.2,66.0,5.6,3,10.0,2022-10-24T07:26:47,2022-10-24T18:17:17,0.97,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"KIAD,KDCA,72405013743,72403093738,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-10-25,17.7,15.5,16.3,17.7,15.5,16.3,14.5,89.2,0.008,100,8.33,rain,0.0,0.0,15.8,12.7,158.5,1018.0,100.0,10.5,36.3,3.2,2,10.0,2022-10-25T07:27:50,2022-10-25T18:15:59,0.0,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-10-26,19.9,14.9,16.6,19.9,14.9,16.6,13.5,82.8,0.966,100,20.83,rain,0.0,0.0,35.3,21.4,213.6,1011.4,88.2,14.5,67.3,5.7,3,10.0,2022-10-26T07:28:54,2022-10-26T18:14:43,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-10-27,19.2,11.9,14.9,19.2,11.9,14.9,5.5,54.4,0.0,0,0.0,,0.0,0.0,51.1,29.0,343.1,1021.1,21.9,16.0,155.4,13.5,6,10.0,2022-10-27T07:29:57,2022-10-27T18:13:28,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-10-28,15.6,8.1,11.6,15.6,5.5,10.9,4.8,62.9,0.0,0,0.0,,0.0,0.0,33.8,21.4,30.7,1030.7,61.4,16.0,83.3,7.2,3,10.0,2022-10-28T07:31:02,2022-10-28T18:12:14,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-10-29,17.1,7.6,12.0,17.1,5.8,11.5,4.9,64.1,0.0,0,0.0,,0.0,0.0,22.3,17.8,33.4,1030.6,24.8,16.0,150.8,13.0,6,10.0,2022-10-29T07:32:06,2022-10-29T18:11:02,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-10-30,17.8,4.7,11.0,17.8,2.3,10.4,6.1,73.6,0.0,0,0.0,rain,0.0,0.0,14.0,15.8,15.0,1024.2,49.5,16.0,136.4,11.7,6,10.0,2022-10-30T07:33:11,2022-10-30T18:09:51,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-10-31,19.3,11.9,15.3,19.3,11.9,15.3,12.9,85.7,4.147,100,37.5,rain,0.0,0.0,29.5,19.9,183.1,1017.8,94.4,14.7,58.8,5.1,4,10.0,2022-10-31T07:34:16,2022-10-31T18:08:41,0.22,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KGAI,KADW,KDAA,AS365,72033493764,74594013705"
"Washington,DC,USA",2022-11-01,23.8,14.3,18.0,23.8,14.3,18.0,13.6,78.3,0.024,100,8.33,rain,0.0,0.0,37.1,25.3,290.7,1018.1,69.5,11.3,99.1,8.6,6,10.0,2022-11-01T07:35:21,2022-11-01T18:07:32,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-11-02,20.5,12.8,16.4,20.5,12.8,16.4,11.0,71.6,0.0,0,0.0,,0.0,0.0,24.8,16.1,8.2,1025.8,62.4,16.0,117.3,10.2,5,10.0,2022-11-02T07:36:27,2022-11-02T18:06:25,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-11-03,22.0,11.0,15.6,22.0,11.0,15.6,10.1,71.3,0.0,0,0.0,rain,0.0,0.0,24.1,12.4,48.4,1027.8,50.7,16.0,138.1,12.0,6,10.0,2022-11-03T07:37:33,2022-11-03T18:05:19,0.33,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,72403093738,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-11-04,23.3,11.4,16.4,23.3,11.4,16.4,12.8,80.8,0.0,0,0.0,,0.0,0.0,21.6,14.5,103.4,1026.8,71.8,13.4,125.8,10.8,5,10.0,2022-11-04T07:38:39,2022-11-04T18:04:15,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764,74594013705"
"Washington,DC,USA",2022-11-05,25.6,16.6,20.7,25.6,16.6,20.7,16.4,77.5,0.0,0,0.0,,0.0,0.0,45.7,28.9,180.4,1022.1,71.4,15.7,121.2,10.6,5,10.0,2022-11-05T07:39:45,2022-11-05T18:03:12,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-11-06,24.4,18.9,21.4,24.4,18.9,21.4,17.9,81.0,0.691,100,33.33,rain,0.0,0.0,40.3,20.7,188.4,1021.4,87.0,15.6,60.0,5.4,4,10.0,2022-11-06T06:40:51,2022-11-06T17:02:11,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-11-07,26.6,16.5,21.6,26.6,16.5,21.6,10.1,54.3,0.0,0,0.0,,0.0,0.0,37.1,23.7,315.9,1024.3,40.4,16.0,119.0,10.2,6,10.0,2022-11-07T06:41:58,2022-11-07T17:01:12,0.47,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KIAD,KDCA,72405013743,72403093738,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-11-08,16.6,9.2,13.0,16.6,6.2,12.7,-0.1,41.6,0.0,0,0.0,,0.0,0.0,49.9,30.6,1.8,1033.9,44.1,16.0,138.0,12.0,6,10.0,2022-11-08T06:43:05,2022-11-08T17:00:14,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-11-09,16.0,6.8,10.9,16.0,3.9,9.9,1.4,52.8,0.0,0,0.0,,0.0,0.0,22.3,17.7,46.5,1035.6,12.7,16.0,135.4,11.6,6,10.0,2022-11-09T06:44:11,2022-11-09T16:59:17,0.54,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-11-10,20.6,8.5,14.7,20.6,7.1,14.5,9.6,72.5,0.0,0,0.0,,0.0,0.0,16.9,13.9,63.6,1027.6,72.6,15.9,111.5,9.8,5,10.0,2022-11-10T06:45:18,2022-11-10T16:58:22,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KIAD,KDCA,72405013743,72403093738,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-11-11,22.8,16.1,19.6,22.8,16.1,19.6,17.8,89.5,13.209,100,54.17,rain,0.0,0.0,48.1,31.6,145.9,1010.7,99.2,14.3,18.0,1.6,1,10.0,2022-11-11T06:46:25,2022-11-11T16:57:29,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KIAD,KDCA,72405013743,72403093738,KGAI,KADW,AS365,KDAA,72033493764,74594013705"
"Washington,DC,USA",2022-11-12,21.7,13.7,19.6,21.7,13.7,19.6,13.1,67.4,4.004,100,25.0,rain,0.0,0.0,51.7,36.4,270.0,1005.4,72.2,15.7,110.8,9.7,5,10.0,2022-11-12T06:47:32,2022-11-12T16:56:38,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-11-13,12.1,5.5,8.4,12.1,1.8,5.0,-1.3,51.1,0.66,100,4.17,rain,0.0,0.0,57.9,36.4,316.9,1018.0,78.1,16.0,103.7,9.0,6,10.0,2022-11-13T06:48:39,2022-11-13T16:55:48,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-11-14,9.9,2.6,6.3,9.9,0.1,4.0,-3.7,49.8,0.0,0,0.0,,0.0,0.0,31.7,17.6,350.1,1028.2,34.3,16.0,128.8,11.1,5,10.0,2022-11-14T06:49:46,2022-11-14T16:55:01,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,D6279,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-11-15,6.6,2.0,4.6,4.5,-1.1,1.5,1.1,79.1,28.615,100,45.83,rain,0.0,0.0,38.9,25.0,20.6,1026.4,87.5,12.8,22.7,1.9,1,10.0,2022-11-15T06:50:52,2022-11-15T16:54:15,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764,74594013705"
"Washington,DC,USA",2022-11-16,11.6,3.8,7.3,11.6,0.5,5.0,1.1,67.3,0.017,100,4.17,rain,0.0,0.0,46.5,27.3,312.3,1017.3,88.6,15.3,89.1,7.7,4,10.0,2022-11-16T06:51:59,2022-11-16T16:53:30,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KIAD,KDCA,72405013743,72403093738,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-11-17,7.1,2.7,4.9,3.7,-1.2,1.2,-5.7,46.4,0.0,0,0.0,,0.0,0.0,51.8,36.0,289.1,1019.8,58.4,16.0,107.9,9.5,5,10.0,2022-11-17T06:53:05,2022-11-17T16:52:48,0.8,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KIAD,KDCA,72405013743,72403093738,KGAI,KADW,KDAA,AS365,72033493764,74594013705"
"Washington,DC,USA",2022-11-18,9.2,-0.8,4.5,6.6,-4.0,1.3,-5.6,49.3,0.0,0,0.0,,0.0,0.0,49.0,28.2,236.1,1022.6,44.6,16.0,118.0,10.1,5,10.0,2022-11-18T06:54:11,2022-11-18T16:52:08,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
"Washington,DC,USA",2022-11-19,8.3,-0.1,3.8,5.6,-3.3,1.2,-6.0,49.4,0.0,0,0.0,,0.0,0.0,37.1,21.7,228.2,1023.0,50.4,16.0,112.1,9.7,5,10.0,2022-11-19T06:55:17,2022-11-19T16:51:29,0.86,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C6294,KDCA,72405013743,KGAI,KADW,KDAA,AS365,72033493764"
